"audit_id","timestamp","normativo_id","normativo_tipo","normativo_numero","normativo_ano","normativo_titulo","avaliacao_tipo","avaliacao_origem","classificacao_final","classificacao_anterior","racional_classificacao","reasoning_layer_aplicado","decision_map_aplicado","avaliacao_risco","racional_risco","pilares_risco_detalhado","resumo_logica","areas_responsaveis","feedback_id","feedback_tipo","feedback_autor","feedback_texto","correcao_aplicada","nova_logica_pos_correcao","politicas_impactadas","palavras_chave_matched","texto_integral_fonte","confianca_analise","confianca_score","sla_tempo_segundos","observacoes","github_commit_sha","slack_message_ts"
"audit_2026_06_19_3fcc5a99","2026-06-19T21:04:52.452105-03:00","normativos_52936","Instrução Normativa BCB","750","2026","BC - Instrução Normativa BCB N° 750 de 19/06/2026","inicial","pipeline_bcb","NÃO APLICÁVEL","null","Normativo: Instrução Normativa BCB nº 750 (2026). Reasoning Layer aplicado: A IN BCB nº 750 não se aplica ao iFood Pago porque altera a instrução normativa bcb nº 81 de 23 de fevereiro de 2021, que consolida os procedimentos para a remessa das informações relativas às apurações de limites e padrões regulamentares de que trata o art. 1º da resolução bcb nº 69, de 10 de fevereiro de 2021, bem como as instruções de preenchimen. Racional base:","A IN BCB nº 750 não se aplica ao iFood Pago porque altera a instrução normativa bcb nº 81 de 23 de fevereiro de 2021, que consolida os procedimentos para a remessa das informações relativas às apurações de limites e padrões regulamentares de que trata o art. 1º da resolução bcb nº 69, de 10 de fevereiro de 2021, bem como as instruções de preenchimen","A IN BCB nº 750 não se aplica ao iFood Pago porque altera a instrução normativa bcb nº 81 de 23 de fevereiro de 2021, que consolida os procedimentos para a remessa das informações relativas às apurações de limites e padrões regulamentares de que trata o art. 1º da resolução bcb nº 69, de 10 de fevereiro de 2021, bem como as instruções de preenchimen","","","{}","Normativo fora do escopo iFood Pago","[]","null","null","null","null","null","null","[]","[]","ementa","MÉDIA","0.5","0","","889420f1dfe06f23d7ccd9c221e11934d4cc0a2d","null"
"audit_2026_06_23_4aaab382","2026-06-23T21:04:47.784549-03:00","normativos_52940","Resolução BCB","578","2026","BC - Resolução BCB N° 578 de 23/06/2026","inicial","pipeline_bcb","MONITORAR","null","Normativo: Resolução BCB nº 578 (2026). Reasoning Layer aplicado: A Res. BCB nº 578 não é diretamente aplicável mas deve ser monitorada pois divulga alterações no regimento interno do banco central do brasil. Temas a acompanhar: banco.. Racional base:","A Res. BCB nº 578 não é diretamente aplicável mas deve ser monitorada pois divulga alterações no regimento interno do banco central do brasil. Temas a acompanhar: banco.","A Res. BCB nº 578 não é diretamente aplicável mas deve ser monitorada pois divulga alterações no regimento interno do banco central do brasil. Temas a acompanhar: banco.","BAIXO","[Impacto Operacional] Score: BAIXO (1/4) | Justificativa: Impacto operacional não identificado ou mínimo. | Evidências: nenhuma evidência direta
[Impacto Regulatório] Score: BAIXO (1/4) | Justificativa: Impacto regulatório não identificado ou mínimo. | Evidências: nenhuma evidência direta
[Impacto Financeiro] Score: BAIXO (1/4) | Justificativa: Impacto financeiro não identificado ou mínimo. | Evidências: nenhuma evidência direta
[Impacto em Clientes] Score: BAIXO (1/4) | Justificativa: Impacto em clientes não identificado. | Evidências: nenhuma evidência direta

Score consolidado: BAIXO (média ponderada: 1.00/4.0, divisor 4.5)
Lógica: Score médio ponderado: 1.00/4.0 (divisor 4.5)
Fórmula: Operacional×1.0 + Regulatório×1.5 + Financeiro×1.0 + Clientes×1.0, dividido por 4.5. Se qualquer pilar=CRÍTICO → mínimo ALTO.","{""operacional"": {""score"": ""BAIXO"", ""score_numerico"": 1, ""justificativa"": ""Impacto operacional não identificado ou mínimo."", ""evidencias"": []}, ""regulatorio"": {""score"": ""BAIXO"", ""score_numerico"": 1, ""justificativa"": ""Impacto regulatório não identificado ou mínimo."", ""evidencias"": []}, ""financeiro"": {""score"": ""BAIXO"", ""score_numerico"": 1, ""justificativa"": ""Impacto financeiro não identificado ou mínimo."", ""evidencias"": []}, ""clientes"": {""score"": ""BAIXO"", ""score_numerico"": 1, ""justificativa"": ""Impacto em clientes não identificado."", ""evidencias"": []}, ""consolidado"": {""score"": ""BAIXO"", ""score_numerico"": 1.0, ""justificativa"": ""Score médio ponderado: 1.00/4.0 (divisor 4.5)"", ""formula"": ""Operacional×1.0 + Regulatório×1.5 + Financeiro×1.0 + Clientes×1.0, divisor=4.5""}}","","[]","null","null","null","null","null","null","[]","[]","ementa","MÉDIA","0.5","0","","ca817f4b4c9859882d8677322550e84e1dddf708","null"
"audit_2026_06_23_9487b80c","2026-06-23T21:05:16.857961-03:00","normativos_52939","Resolução BCB","577","2026","BC - Resolução BCB N° 577 de 23/06/2026","inicial","pipeline_bcb","MONITORAR","null","Normativo: Resolução BCB nº 577 (2026). Reasoning Layer aplicado: A Res. BCB nº 577 não é diretamente aplicável mas deve ser monitorada pois altera a resolução bcb nº 207, de 22 de março de 2022, que consolida e altera atos normativos referentes à remessa de informações sobre o controle da exposição ao risco de liquidez e sobre o indicador Temas a acompanhar: liquidez, risco.. Racional base:","A Res. BCB nº 577 não é diretamente aplicável mas deve ser monitorada pois altera a resolução bcb nº 207, de 22 de março de 2022, que consolida e altera atos normativos referentes à remessa de informações sobre o controle da exposição ao risco de liquidez e sobre o indicador Temas a acompanhar: liquidez, risco.","A Res. BCB nº 577 não é diretamente aplicável mas deve ser monitorada pois altera a resolução bcb nº 207, de 22 de março de 2022, que consolida e altera atos normativos referentes à remessa de informações sobre o controle da exposição ao risco de liquidez e sobre o indicador Temas a acompanhar: liquidez, risco.","BAIXO","[Impacto Operacional] Score: ALTO (3/4) | Justificativa: Impacto em processos operacionais: controle. | Evidências: controle
[Impacto Regulatório] Score: BAIXO (1/4) | Justificativa: Impacto regulatório não identificado ou mínimo. | Evidências: nenhuma evidência direta
[Impacto Financeiro] Score: BAIXO (1/4) | Justificativa: Impacto financeiro não identificado ou mínimo. | Evidências: nenhuma evidência direta
[Impacto em Clientes] Score: BAIXO (1/4) | Justificativa: Impacto em clientes não identificado. | Evidências: nenhuma evidência direta

Score consolidado: BAIXO (média ponderada: 1.44/4.0, divisor 4.5)
Lógica: Pilares ALTOS: Impacto Operacional. Score médio ponderado: 1.44/4.0 (divisor 4.5)
Fórmula: Operacional×1.0 + Regulatório×1.5 + Financeiro×1.0 + Clientes×1.0, dividido por 4.5. Se qualquer pilar=CRÍTICO → mínimo ALTO.","{""operacional"": {""score"": ""ALTO"", ""score_numerico"": 3, ""justificativa"": ""Impacto em processos operacionais: controle."", ""evidencias"": [""controle""]}, ""regulatorio"": {""score"": ""BAIXO"", ""score_numerico"": 1, ""justificativa"": ""Impacto regulatório não identificado ou mínimo."", ""evidencias"": []}, ""financeiro"": {""score"": ""BAIXO"", ""score_numerico"": 1, ""justificativa"": ""Impacto financeiro não identificado ou mínimo."", ""evidencias"": []}, ""clientes"": {""score"": ""BAIXO"", ""score_numerico"": 1, ""justificativa"": ""Impacto em clientes não identificado."", ""evidencias"": []}, ""consolidado"": {""score"": ""BAIXO"", ""score_numerico"": 1.4444444444444444, ""justificativa"": ""Pilares ALTOS: Impacto Operacional. Score médio ponderado: 1.44/4.0 (divisor 4.5)"", ""formula"": ""Operacional×1.0 + Regulatório×1.5 + Financeiro×1.0 + Clientes×1.0, divisor=4.5""}}","","[""Tecnologia / Produtos"", ""Conselho de Administração (aprovação)"", ""Riscos (coordenação)"", ""Compliance/PLD (1ª e 2ª linhas)"", ""CISO/Segurança da Informação (coordenação)"", ""Gestão de Crise / Riscos (coordenação)""]","null","null","null","null","null","null","[]","[]","ementa","BAIXA","0.5","0","","6d5f7ce13dbd190d6a21e01d959782e949c4f413","null"
"audit_2026_06_23_9d14d37e","2026-06-23T21:05:53.433989-03:00","normativos_52938","Resolução BCB","576","2026","BC - Resolução BCB N° 576 de 23/06/2026","inicial","pipeline_bcb","APLICÁVEL","null","Normativo: Resolução BCB nº 576 (2026). Reasoning Layer aplicado: A Res. BCB nº 576 aplica-se diretamente ao iFood Pago pois dispõe sobre a política de sucessão de administradores das administradoras de consórcio, das sociedades corretoras de títulos e valores mobiliários, das sociedades distribuidoras de títulos e valores  Menciona explicitamente: instituições de pagamento. Temas relevantes: pagamento.. Racional base:","A Res. BCB nº 576 aplica-se diretamente ao iFood Pago pois dispõe sobre a política de sucessão de administradores das administradoras de consórcio, das sociedades corretoras de títulos e valores mobiliários, das sociedades distribuidoras de títulos e valores  Menciona explicitamente: instituições de pagamento. Temas relevantes: pagamento.","A Res. BCB nº 576 aplica-se diretamente ao iFood Pago pois dispõe sobre a política de sucessão de administradores das administradoras de consórcio, das sociedades corretoras de títulos e valores mobiliários, das sociedades distribuidoras de títulos e valores  Menciona explicitamente: instituições de pagamento. Temas relevantes: pagamento.","BAIXO","[Impacto Operacional] Score: BAIXO (1/4) | Justificativa: Impacto operacional não identificado ou mínimo. | Evidências: nenhuma evidência direta
[Impacto Regulatório] Score: BAIXO (1/4) | Justificativa: Impacto regulatório não identificado ou mínimo. | Evidências: nenhuma evidência direta
[Impacto Financeiro] Score: BAIXO (1/4) | Justificativa: Impacto financeiro não identificado ou mínimo. | Evidências: nenhuma evidência direta
[Impacto em Clientes] Score: BAIXO (1/4) | Justificativa: Impacto em clientes não identificado. | Evidências: nenhuma evidência direta

Score consolidado: BAIXO (média ponderada: 1.00/4.0, divisor 4.5)
Lógica: Score médio ponderado: 1.00/4.0 (divisor 4.5)
Fórmula: Operacional×1.0 + Regulatório×1.5 + Financeiro×1.0 + Clientes×1.0, dividido por 4.5. Se qualquer pilar=CRÍTICO → mínimo ALTO.","{""operacional"": {""score"": ""BAIXO"", ""score_numerico"": 1, ""justificativa"": ""Impacto operacional não identificado ou mínimo."", ""evidencias"": []}, ""regulatorio"": {""score"": ""BAIXO"", ""score_numerico"": 1, ""justificativa"": ""Impacto regulatório não identificado ou mínimo."", ""evidencias"": []}, ""financeiro"": {""score"": ""BAIXO"", ""score_numerico"": 1, ""justificativa"": ""Impacto financeiro não identificado ou mínimo."", ""evidencias"": []}, ""clientes"": {""score"": ""BAIXO"", ""score_numerico"": 1, ""justificativa"": ""Impacto em clientes não identificado."", ""evidencias"": []}, ""consolidado"": {""score"": ""BAIXO"", ""score_numerico"": 1.0, ""justificativa"": ""Score médio ponderado: 1.00/4.0 (divisor 4.5)"", ""formula"": ""Operacional×1.0 + Regulatório×1.5 + Financeiro×1.0 + Clientes×1.0, divisor=4.5""}}","","[""Compliance"", ""Produtos"", ""Fraudes/Risk (coordenação)"", ""Risco/Fraudes (avaliação)"", ""DPO (coordenação e conformidade LGPD)""]","null","null","null","null","null","null","[]","[]","ementa","MÉDIA","0.5","0","","4c14a932e8443c08162995ddd72375995dab7c72","null"
"audit_2026_06_24_afaa13f3","2026-06-24T15:55:16.193955-03:00","normativos_52941","Instrução Normativa BCB","751","2026","BC - Instrução Normativa BCB N° 751 de 24/06/2026","inicial","pipeline_bcb","MONITORAR","null","Normativo: Instrução Normativa BCB nº 751 (2026). Reasoning Layer aplicado: A IN BCB nº 751 não é diretamente aplicável mas deve ser monitorada pois divulga as rubricas contábeis do padrão contábil das instituições reguladas pelo banco central do brasil – cosif, utilizadas como base de cálculo das contribuições ordinárias, especiais e adicionais d Temas a acompanhar: banco.. Racional base:","A IN BCB nº 751 não é diretamente aplicável mas deve ser monitorada pois divulga as rubricas contábeis do padrão contábil das instituições reguladas pelo banco central do brasil – cosif, utilizadas como base de cálculo das contribuições ordinárias, especiais e adicionais d Temas a acompanhar: banco.","A IN BCB nº 751 não é diretamente aplicável mas deve ser monitorada pois divulga as rubricas contábeis do padrão contábil das instituições reguladas pelo banco central do brasil – cosif, utilizadas como base de cálculo das contribuições ordinárias, especiais e adicionais d Temas a acompanhar: banco.","BAIXO","[Impacto Operacional] Score: BAIXO (1/4) | Justificativa: Impacto operacional não identificado ou mínimo. | Evidências: nenhuma evidência direta
[Impacto Regulatório] Score: BAIXO (1/4) | Justificativa: Impacto regulatório não identificado ou mínimo. | Evidências: nenhuma evidência direta
[Impacto Financeiro] Score: BAIXO (1/4) | Justificativa: Impacto financeiro não identificado ou mínimo. | Evidências: nenhuma evidência direta
[Impacto em Clientes] Score: BAIXO (1/4) | Justificativa: Impacto em clientes não identificado. | Evidências: nenhuma evidência direta

Score consolidado: BAIXO (média ponderada: 1.00/4.0, divisor 4.5)
Lógica: Score médio ponderado: 1.00/4.0 (divisor 4.5)
Fórmula: Operacional×1.0 + Regulatório×1.5 + Financeiro×1.0 + Clientes×1.0, dividido por 4.5. Se qualquer pilar=CRÍTICO → mínimo ALTO.","{""operacional"": {""score"": ""BAIXO"", ""score_numerico"": 1, ""justificativa"": ""Impacto operacional não identificado ou mínimo."", ""evidencias"": []}, ""regulatorio"": {""score"": ""BAIXO"", ""score_numerico"": 1, ""justificativa"": ""Impacto regulatório não identificado ou mínimo."", ""evidencias"": []}, ""financeiro"": {""score"": ""BAIXO"", ""score_numerico"": 1, ""justificativa"": ""Impacto financeiro não identificado ou mínimo."", ""evidencias"": []}, ""clientes"": {""score"": ""BAIXO"", ""score_numerico"": 1, ""justificativa"": ""Impacto em clientes não identificado."", ""evidencias"": []}, ""consolidado"": {""score"": ""BAIXO"", ""score_numerico"": 1.0, ""justificativa"": ""Score médio ponderado: 1.00/4.0 (divisor 4.5)"", ""formula"": ""Operacional×1.0 + Regulatório×1.5 + Financeiro×1.0 + Clientes×1.0, divisor=4.5""}}","","[""Risco de Crédito"", ""Contabilidade / Financeiro"", ""Product/Crédito (definição de preços)"", ""Cobrança/Recovery (execução)"", ""ALCO / Tesouraria (gestão)"", ""Tesouraria/ALCO (gestão)"", ""Tesouraria/Crédito""]","null","null","null","null","null","null","[]","[]","ementa","MÉDIA","0.5","0","","698251ee4a634f7a6817521da827ca4167447181","null"
"audit_2026_06_25_224ea351","2026-06-25T21:04:47.911508-03:00","normativos_52953","Resolução CMN","5.320","2026","BC - Resolução CMN N° 5.320 de 25/06/2026","inicial","pipeline_bcb","MONITORAR","null","Normativo: Resolução CMN nº 5.320 (2026). Reasoning Layer aplicado: A Res. CMN nº 5.320 não é diretamente aplicável mas deve ser monitorada pois dispõe sobre o bloqueio de contas e o impedimento de transações financeiras de pessoas naturais e jurídicas que explorem a modalidade lotérica de apostas de quota fixa sem autorização. Temas a acompanhar: financeira.. Racional base:","A Res. CMN nº 5.320 não é diretamente aplicável mas deve ser monitorada pois dispõe sobre o bloqueio de contas e o impedimento de transações financeiras de pessoas naturais e jurídicas que explorem a modalidade lotérica de apostas de quota fixa sem autorização. Temas a acompanhar: financeira.","A Res. CMN nº 5.320 não é diretamente aplicável mas deve ser monitorada pois dispõe sobre o bloqueio de contas e o impedimento de transações financeiras de pessoas naturais e jurídicas que explorem a modalidade lotérica de apostas de quota fixa sem autorização. Temas a acompanhar: financeira.","ALTO","[Impacto Operacional] Score: BAIXO (1/4) | Justificativa: Impacto operacional não identificado ou mínimo. | Evidências: nenhuma evidência direta
[Impacto Regulatório] Score: MÉDIO (2/4) | Justificativa: Obrigações regulatórias identificadas: autorização. | Evidências: autorização
[Impacto Financeiro] Score: BAIXO (1/4) | Justificativa: Impacto financeiro não identificado ou mínimo. | Evidências: nenhuma evidência direta
[Impacto em Clientes] Score: CRÍTICO (4/4) | Justificativa: Impacto direto nos clientes (não especificado): bloqueio de conta. | Evidências: bloqueio de conta

Score consolidado: ALTO (média ponderada: 2.00/4.0, divisor 4.5)
Lógica: Pilares CRÍTICOS: Impacto em Clientes. Score médio ponderado: 2.00/4.0 (divisor 4.5)
Fórmula: Operacional×1.0 + Regulatório×1.5 + Financeiro×1.0 + Clientes×1.0, dividido por 4.5. Se qualquer pilar=CRÍTICO → mínimo ALTO.","{""operacional"": {""score"": ""BAIXO"", ""score_numerico"": 1, ""justificativa"": ""Impacto operacional não identificado ou mínimo."", ""evidencias"": []}, ""regulatorio"": {""score"": ""MÉDIO"", ""score_numerico"": 2, ""justificativa"": ""Obrigações regulatórias identificadas: autorização."", ""evidencias"": [""autorização""]}, ""financeiro"": {""score"": ""BAIXO"", ""score_numerico"": 1, ""justificativa"": ""Impacto financeiro não identificado ou mínimo."", ""evidencias"": []}, ""clientes"": {""score"": ""CRÍTICO"", ""score_numerico"": 4, ""justificativa"": ""Impacto direto nos clientes (não especificado): bloqueio de conta."", ""evidencias"": [""bloqueio de conta""]}, ""consolidado"": {""score"": ""ALTO"", ""score_numerico"": 2.0, ""justificativa"": ""Pilares CRÍTICOS: Impacto em Clientes. Score médio ponderado: 2.00/4.0 (divisor 4.5)"", ""formula"": ""Operacional×1.0 + Regulatório×1.5 + Financeiro×1.0 + Clientes×1.0, divisor=4.5""}}","","[]","null","null","null","null","null","null","[]","[]","ementa","BAIXA","0.5","0","","c22f26826fab29fc86d03fcc9dc3d45e942e795d","null"
"audit_2026_06_25_b56fc972","2026-06-25T21:04:52.138400-03:00","normativos_52952","Resolução CMN","5.319","2026","BC - Resolução CMN N° 5.319 de 25/06/2026","inicial","pipeline_bcb","NÃO APLICÁVEL","null","Normativo: Resolução CMN nº 5.319 (2026). Reasoning Layer aplicado: A Res. CMN nº 5.319 não se aplica ao iFood Pago porque altera a resolução cmn nº 5.304, de 20 de maio de 2026, para vedar a cobrança de tarifa de cadastro nas operações de financiamento realizadas no âmbito das linhas de financiamento para aquisição dos itens de que trata o art. 2º da medida provisória nº 1.359, de 19 de maio de 2026.. Racional base:","A Res. CMN nº 5.319 não se aplica ao iFood Pago porque altera a resolução cmn nº 5.304, de 20 de maio de 2026, para vedar a cobrança de tarifa de cadastro nas operações de financiamento realizadas no âmbito das linhas de financiamento para aquisição dos itens de que trata o art. 2º da medida provisória nº 1.359, de 19 de maio de 2026.","A Res. CMN nº 5.319 não se aplica ao iFood Pago porque altera a resolução cmn nº 5.304, de 20 de maio de 2026, para vedar a cobrança de tarifa de cadastro nas operações de financiamento realizadas no âmbito das linhas de financiamento para aquisição dos itens de que trata o art. 2º da medida provisória nº 1.359, de 19 de maio de 2026.","","","{}","Normativo fora do escopo iFood Pago","[]","null","null","null","null","null","null","[]","[]","ementa","MÉDIA","0.5","0","","cbc41d67b6858a458f2a2e85973975207853a57b","null"
"audit_2026_06_25_10ce402b","2026-06-25T21:05:30.402593-03:00","normativos_52951","Resolução CMN","5.318","2026","BC - Resolução CMN N° 5.318 de 25/06/2026","inicial","pipeline_bcb","MONITORAR","null","Normativo: Resolução CMN nº 5.318 (2026). Reasoning Layer aplicado: A Res. CMN nº 5.318 não é diretamente aplicável mas deve ser monitorada pois altera a resolução cmn nº 5.060, de 16 de fevereiro de 2023, que dispõe sobre a organização e o funcionamento dos bancos comerciais e dos bancos múltiplos. Temas a acompanhar: banco.. Racional base:","A Res. CMN nº 5.318 não é diretamente aplicável mas deve ser monitorada pois altera a resolução cmn nº 5.060, de 16 de fevereiro de 2023, que dispõe sobre a organização e o funcionamento dos bancos comerciais e dos bancos múltiplos. Temas a acompanhar: banco.","A Res. CMN nº 5.318 não é diretamente aplicável mas deve ser monitorada pois altera a resolução cmn nº 5.060, de 16 de fevereiro de 2023, que dispõe sobre a organização e o funcionamento dos bancos comerciais e dos bancos múltiplos. Temas a acompanhar: banco.","BAIXO","[Impacto Operacional] Score: BAIXO (1/4) | Justificativa: Impacto operacional não identificado ou mínimo. | Evidências: nenhuma evidência direta
[Impacto Regulatório] Score: BAIXO (1/4) | Justificativa: Impacto regulatório não identificado ou mínimo. | Evidências: nenhuma evidência direta
[Impacto Financeiro] Score: BAIXO (1/4) | Justificativa: Impacto financeiro não identificado ou mínimo. | Evidências: nenhuma evidência direta
[Impacto em Clientes] Score: BAIXO (1/4) | Justificativa: Impacto em clientes não identificado. | Evidências: nenhuma evidência direta

Score consolidado: BAIXO (média ponderada: 1.00/4.0, divisor 4.5)
Lógica: Score médio ponderado: 1.00/4.0 (divisor 4.5)
Fórmula: Operacional×1.0 + Regulatório×1.5 + Financeiro×1.0 + Clientes×1.0, dividido por 4.5. Se qualquer pilar=CRÍTICO → mínimo ALTO.","{""operacional"": {""score"": ""BAIXO"", ""score_numerico"": 1, ""justificativa"": ""Impacto operacional não identificado ou mínimo."", ""evidencias"": []}, ""regulatorio"": {""score"": ""BAIXO"", ""score_numerico"": 1, ""justificativa"": ""Impacto regulatório não identificado ou mínimo."", ""evidencias"": []}, ""financeiro"": {""score"": ""BAIXO"", ""score_numerico"": 1, ""justificativa"": ""Impacto financeiro não identificado ou mínimo."", ""evidencias"": []}, ""clientes"": {""score"": ""BAIXO"", ""score_numerico"": 1, ""justificativa"": ""Impacto em clientes não identificado."", ""evidencias"": []}, ""consolidado"": {""score"": ""BAIXO"", ""score_numerico"": 1.0, ""justificativa"": ""Score médio ponderado: 1.00/4.0 (divisor 4.5)"", ""formula"": ""Operacional×1.0 + Regulatório×1.5 + Financeiro×1.0 + Clientes×1.0, divisor=4.5""}}","","[]","null","null","null","null","null","null","[]","[]","ementa","BAIXA","0.5","0","","b12a68829da158a74ae148a189f1d220e2a95466","null"
"audit_2026_06_25_ceea2bb8","2026-06-25T21:06:05.185247-03:00","normativos_52950","Resolução CMN","5.317","2026","BC - Resolução CMN N° 5.317 de 25/06/2026","inicial","pipeline_bcb","MONITORAR","null","Normativo: Resolução CMN nº 5.317 (2026). Reasoning Layer aplicado: A Res. CMN nº 5.317 não é diretamente aplicável mas deve ser monitorada pois altera a resolução cmn nº 4.911, de 27 de maio de 2021, que dispõe sobre os critérios gerais para elaboração e remessa de documentos contábeis ao banco central do brasil pelas instituições financeiras Temas a acompanhar: banco, financeira.. Racional base:","A Res. CMN nº 5.317 não é diretamente aplicável mas deve ser monitorada pois altera a resolução cmn nº 4.911, de 27 de maio de 2021, que dispõe sobre os critérios gerais para elaboração e remessa de documentos contábeis ao banco central do brasil pelas instituições financeiras Temas a acompanhar: banco, financeira.","A Res. CMN nº 5.317 não é diretamente aplicável mas deve ser monitorada pois altera a resolução cmn nº 4.911, de 27 de maio de 2021, que dispõe sobre os critérios gerais para elaboração e remessa de documentos contábeis ao banco central do brasil pelas instituições financeiras Temas a acompanhar: banco, financeira.","BAIXO","[Impacto Operacional] Score: BAIXO (1/4) | Justificativa: Impacto operacional não identificado ou mínimo. | Evidências: nenhuma evidência direta
[Impacto Regulatório] Score: BAIXO (1/4) | Justificativa: Impacto regulatório não identificado ou mínimo. | Evidências: nenhuma evidência direta
[Impacto Financeiro] Score: BAIXO (1/4) | Justificativa: Impacto financeiro não identificado ou mínimo. | Evidências: nenhuma evidência direta
[Impacto em Clientes] Score: BAIXO (1/4) | Justificativa: Impacto em clientes não identificado. | Evidências: nenhuma evidência direta

Score consolidado: BAIXO (média ponderada: 1.00/4.0, divisor 4.5)
Lógica: Score médio ponderado: 1.00/4.0 (divisor 4.5)
Fórmula: Operacional×1.0 + Regulatório×1.5 + Financeiro×1.0 + Clientes×1.0, dividido por 4.5. Se qualquer pilar=CRÍTICO → mínimo ALTO.","{""operacional"": {""score"": ""BAIXO"", ""score_numerico"": 1, ""justificativa"": ""Impacto operacional não identificado ou mínimo."", ""evidencias"": []}, ""regulatorio"": {""score"": ""BAIXO"", ""score_numerico"": 1, ""justificativa"": ""Impacto regulatório não identificado ou mínimo."", ""evidencias"": []}, ""financeiro"": {""score"": ""BAIXO"", ""score_numerico"": 1, ""justificativa"": ""Impacto financeiro não identificado ou mínimo."", ""evidencias"": []}, ""clientes"": {""score"": ""BAIXO"", ""score_numerico"": 1, ""justificativa"": ""Impacto em clientes não identificado."", ""evidencias"": []}, ""consolidado"": {""score"": ""BAIXO"", ""score_numerico"": 1.0, ""justificativa"": ""Score médio ponderado: 1.00/4.0 (divisor 4.5)"", ""formula"": ""Operacional×1.0 + Regulatório×1.5 + Financeiro×1.0 + Clientes×1.0, divisor=4.5""}}","","[]","null","null","null","null","null","null","[]","[]","ementa","MÉDIA","0.5","0","","0c123111d59c6fb4f134e3e2b71ca832d9af5e47","null"
"audit_2026_06_25_46f9fe44","2026-06-25T21:06:09.249624-03:00","normativos_52949","Resolução CMN","5.316","2026","BC - Resolução CMN N° 5.316 de 25/06/2026","inicial","pipeline_bcb","NÃO APLICÁVEL","null","Normativo: Resolução CMN nº 5.316 (2026). Reasoning Layer aplicado: A Res. CMN nº 5.316 não se aplica ao iFood Pago porque altera a resolução cmn nº 5.259, de 23 de outubro de 2025, que consolida os critérios gerais para a elaboração do balancete combinado do sistema cooperativo e das demonstrações combinadas do sistema cooperativo, a remessa do balancete combinado do sistema cooperativo e a divulgação das demonstrações. Racional base:","A Res. CMN nº 5.316 não se aplica ao iFood Pago porque altera a resolução cmn nº 5.259, de 23 de outubro de 2025, que consolida os critérios gerais para a elaboração do balancete combinado do sistema cooperativo e das demonstrações combinadas do sistema cooperativo, a remessa do balancete combinado do sistema cooperativo e a divulgação das demonstrações","A Res. CMN nº 5.316 não se aplica ao iFood Pago porque altera a resolução cmn nº 5.259, de 23 de outubro de 2025, que consolida os critérios gerais para a elaboração do balancete combinado do sistema cooperativo e das demonstrações combinadas do sistema cooperativo, a remessa do balancete combinado do sistema cooperativo e a divulgação das demonstrações","","","{}","Normativo fora do escopo iFood Pago","[]","null","null","null","null","null","null","[]","[]","ementa","MÉDIA","0.5","0","","null","null"
